cycle,phase,command,engine_id,vpifo_id,flow_id,data,copied_entries
1,accepted,UpdateBrainEngine,1,2,0,2,
2,accepted,UpdateBrainFlowState,1,2,9,1,
3,accepted,UpdateBrainFlowState,1,2,10,3,
3,dispatched,UpdateBrainEngine,1,2,0,2,
4,accepted,UpdateBrainFlowState,1,2,11,3,
4,dispatched,UpdateBrainFlowState,1,2,9,1,
5,accepted,UpdateBrainEngine,2,1,0,1,
5,dispatched,UpdateBrainFlowState,1,2,10,3,
6,accepted,UpdateBrainEngine,3,3,0,3,
6,dispatched,UpdateBrainFlowState,1,2,11,3,
7,accepted,UpdateBrainEngine,3,4,0,3,
7,dispatched,UpdateBrainEngine,2,1,0,1,
8,accepted,UpdateBrainEngine,3,5,0,3,
8,dispatched,UpdateBrainEngine,3,3,0,3,
9,accepted,UpdateMapperPre,1,1,0,2,
9,dispatched,UpdateBrainEngine,3,4,0,3,
10,accepted,UpdateMapperPost,1,2,9,27,
10,dispatched,UpdateBrainEngine,3,5,0,3,
11,accepted,UpdateMapperPre,3,1,0,3,
11,dispatched,UpdateMapperPre,1,1,0,2,
12,accepted,UpdateMapperPost,3,3,25,1,
12,dispatched,UpdateMapperPost,1,2,9,27,
13,accepted,UpdateMapperPre,1,2,0,2,
13,dispatched,UpdateMapperPre,3,1,0,3,
14,accepted,UpdateMapperPost,1,2,10,17,
14,dispatched,UpdateMapperPost,3,3,25,1,
15,accepted,UpdateMapperPre,2,2,0,1,
15,dispatched,UpdateMapperPre,1,2,0,2,
16,accepted,UpdateMapperPost,2,1,18,28,
16,dispatched,UpdateMapperPost,1,2,10,17,
17,accepted,UpdateMapperPre,3,2,0,4,
17,dispatched,UpdateMapperPre,2,2,0,1,
18,accepted,UpdateMapperPost,3,4,26,2,
18,dispatched,UpdateMapperPost,2,1,18,28,
19,accepted,UpdateMapperPre,1,3,0,2,
19,dispatched,UpdateMapperPre,3,2,0,4,
20,accepted,UpdateMapperPost,1,2,11,17,
20,dispatched,UpdateMapperPost,3,4,26,2,
21,accepted,UpdateMapperPre,2,3,0,1,
21,dispatched,UpdateMapperPre,1,3,0,2,
22,accepted,UpdateMapperPost,2,1,19,29,
22,dispatched,UpdateMapperPost,1,2,11,17,
23,accepted,UpdateMapperPre,3,3,0,5,
23,dispatched,UpdateMapperPre,2,3,0,1,
24,accepted,UpdateMapperPost,3,5,27,3,
24,dispatched,UpdateMapperPost,2,1,19,29,
25,accepted,UpdateMapperNonExist,1,1,0,2,
25,dispatched,UpdateMapperPre,3,3,0,5,
26,dispatched,UpdateMapperPost,3,5,27,3,
27,dispatched,UpdateMapperNonExist,1,1,0,2,
34,accepted,CommitMapper,1,0,0,0,
36,committed,CommitMapper,1,0,0,0,
